Label Number;Box Number;Company Name;Company Address;Product Description;GTIN14;Batch;Amount;Expiration Date;Net weight
761;2;SeaDelights;Av. do Mar, 157, 9000-001 Funchal;Azeitonas Verdes 300g;15901234567897;L916186;26;09/01/2026;9.27
761;3;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Azeitonas Verdes 300g;15901234567897;L486147;21;27/09/2025;7.65
761;4;SeaDelights;Av. do Mar, 157, 9000-001 Funchal;Bacalhau Seco 500g;15901234567896;L769317;38;04/12/2025;19.4
761;5;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Bacalhau Seco 500g;15901234567896;L522304;43;18/07/2025;21.85
761;6;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Bacalhau Seco 500g;15901234567896;L925550;31;29/03/2026;15.6
761;7;SeaDelights;Av. do Mar, 157, 9000-001 Funchal;Sumo Laranja 1L;15901234567901;L971384;46;07/03/2026;48.47
761;8;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Azeite Extra Virgem 500ml;15901234567890;L501093;7;25/04/2026;3.74
761;9;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Queijo Curado 200g;15901234567894;L436097;1;07/02/2026;0.68
762;1;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Sumo Laranja 1L;15901234567901;L780468;42;05/11/2025;44.49
762;2;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Sumo Laranja 1L;15901234567901;L245745;36;29/12/2025;38.1
762;3;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Chocolate Negro 100g;15901234567900;L660601;28;17/12/2025;3.03
762;4;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Mel Natural 250g;15901234567895;L731194;42;03/11/2025;13.02
762;5;Bio Organic;Rua do Comércio, 789, 8000-001 Faro;Café Torrado 250g;15901234567899;L266152;4;06/09/2025;1.44
763;1;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Massa Fusilli 500g;15901234567898;L211707;21;26/08/2025;10.92
763;2;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Sumo Laranja 1L;15901234567901;L480782;39;13/06/2026;41.23
763;3;SeaDelights;Av. do Mar, 157, 9000-001 Funchal;Arroz Carolino 1kg;15901234567892;L502159;1;21/10/2025;1.13
763;4;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Conserva de Tomate 400g;15901234567891;L907482;30;29/07/2025;12.35
763;5;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Bacalhau Seco 500g;15901234567896;L680661;16;18/11/2025;8.41
763;6;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Arroz Carolino 1kg;15901234567892;L508756;46;05/06/2026;46.14
763;7;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Azeitonas Verdes 300g;15901234567897;L951138;37;11/08/2025;13.19
763;8;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Vinho Tinto 750ml;15901234567893;L405845;40;03/02/2026;48.47
763;9;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Mel Natural 250g;15901234567895;L341405;5;27/11/2025;1.99
763;10;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Chocolate Negro 100g;15901234567900;L292629;21;22/09/2025;2.47
764;1;Bio Organic;Rua do Comércio, 789, 8000-001 Faro;Azeitonas Verdes 300g;15901234567897;L935419;46;07/04/2026;16.43
764;2;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Chocolate Negro 100g;15901234567900;L811143;2;29/07/2025;0.44
764;3;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Vinho Tinto 750ml;15901234567893;L175202;17;20/03/2026;20.88
766;1;Bio Organic;Rua do Comércio, 789, 8000-001 Faro;Arroz Carolino 1kg;15901234567892;L872730;1;27/12/2025;1.42
766;2;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Chocolate Negro 100g;15901234567900;L321833;49;21/01/2026;5.32
766;3;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Água Mineral 500ml;15901234567902;L764491;50;21/05/2026;25.48
766;4;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Vinho Tinto 750ml;15901234567893;L717013;25;23/08/2025;30.39
766;5;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Café Torrado 250g;15901234567899;L351790;6;03/12/2025;1.9
766;6;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Bacalhau Seco 500g;15901234567896;L132834;48;03/08/2025;24.36
766;7;Produtos Naturais SA;Av. da República, 456, 4000-001 Porto;Arroz Carolino 1kg;15901234567892;L233195;48;22/01/2026;48.24
766;8;SeaDelights;Av. do Mar, 157, 9000-001 Funchal;Queijo Curado 200g;15901234567894;L703389;31;29/10/2025;6.39
767;1;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Vinho Tinto 750ml;15901234567893;L133306;30;11/01/2026;36.29
767;2;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Snacks Salgados 200g;15901234567904;L558825;11;21/03/2026;2.6
767;3;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Bacalhau Seco 500g;15901234567896;L943155;39;13/09/2025;19.97
767;4;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Snacks Salgados 200g;15901234567904;L812289;13;18/04/2026;2.72
767;5;SeaDelights;Av. do Mar, 157, 9000-001 Funchal;Água Mineral 500ml;15901234567902;L460632;2;14/04/2026;1.44
767;6;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Azeitonas Verdes 300g;15901234567897;L415169;20;24/07/2025;7.2
767;7;Produtos Naturais SA;Av. da República, 456, 4000-001 Porto;Mel Natural 250g;15901234567895;L812447;36;07/02/2026;11.15
767;8;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Snacks Salgados 200g;15901234567904;L148472;4;16/11/2025;1.13
767;9;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Azeite Extra Virgem 500ml;15901234567890;L313756;5;24/08/2025;2.6
767;10;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Bacalhau Seco 500g;15901234567896;L910188;15;18/03/2026;7.91
768;1;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Snacks Salgados 200g;15901234567904;L853452;42;22/05/2026;8.59
768;2;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Massa Fusilli 500g;15901234567898;L379975;14;01/06/2026;7.2
768;3;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Azeitonas Verdes 300g;15901234567897;L308712;19;01/04/2026;6.99
768;4;Bio Organic;Rua do Comércio, 789, 8000-001 Faro;Bacalhau Seco 500g;15901234567896;L477877;6;27/04/2026;3.35
768;5;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Snacks Salgados 200g;15901234567904;L446482;4;23/08/2025;1.26
768;6;Produtos Naturais SA;Av. da República, 456, 4000-001 Porto;Bacalhau Seco 500g;15901234567896;L861642;27;09/08/2025;13.73
768;7;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Chocolate Negro 100g;15901234567900;L983274;25;04/01/2026;2.98
768;8;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Azeitonas Verdes 300g;15901234567897;L637061;38;29/01/2026;13.69
768;9;Bio Organic;Rua do Comércio, 789, 8000-001 Faro;Café Torrado 250g;15901234567899;L833638;14;18/02/2026;3.71
768;10;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Atum em Conserva 120g;15901234567903;L192391;26;14/04/2026;3.66
769;1;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Arroz Carolino 1kg;15901234567892;L912278;26;23/09/2025;26.21
769;2;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Bacalhau Seco 500g;15901234567896;L691386;1;14/05/2026;0.71
769;3;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Azeitonas Verdes 300g;15901234567897;L252645;19;03/08/2025;7.06
769;4;Bio Organic;Rua do Comércio, 789, 8000-001 Faro;Vinho Tinto 750ml;15901234567893;L634853;33;20/01/2026;39.96
769;5;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Chocolate Negro 100g;15901234567900;L287968;42;16/12/2025;4.35
769;6;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Azeitonas Verdes 300g;15901234567897;L598308;23;23/02/2026;8.34
769;7;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Mel Natural 250g;15901234567895;L880261;48;23/12/2025;14.77
770;1;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Massa Fusilli 500g;15901234567898;L456598;47;15/02/2026;23.79
770;2;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Bacalhau Seco 500g;15901234567896;L502855;1;30/09/2025;0.85
770;3;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Azeite Extra Virgem 500ml;15901234567890;L379080;5;20/09/2025;2.65
771;1;Produtos Naturais SA;Av. da República, 456, 4000-001 Porto;Conserva de Tomate 400g;15901234567891;L427938;40;09/09/2025;16.45
771;2;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Massa Fusilli 500g;15901234567898;L573644;47;09/02/2026;23.63
771;3;SeaDelights;Av. do Mar, 157, 9000-001 Funchal;Água Mineral 500ml;15901234567902;L869505;28;04/12/2025;14.27
771;4;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Massa Fusilli 500g;15901234567898;L439783;9;03/03/2026;4.68
771;5;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Café Torrado 250g;15901234567899;L139760;36;17/05/2026;9.12
771;6;Bio Organic;Rua do Comércio, 789, 8000-001 Faro;Snacks Salgados 200g;15901234567904;L327672;8;28/07/2025;2.08
771;7;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Mel Natural 250g;15901234567895;L944219;4;21/08/2025;1.65
771;8;Bio Organic;Rua do Comércio, 789, 8000-001 Faro;Sumo Laranja 1L;15901234567901;L769665;35;13/03/2026;36.85
772;1;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Vinho Tinto 750ml;15901234567893;L162993;7;26/11/2025;8.79
774;1;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Conserva de Tomate 400g;15901234567891;L220090;7;25/10/2025;3.14
775;1;Bio Organic;Rua do Comércio, 789, 8000-001 Faro;Bacalhau Seco 500g;15901234567896;L892868;20;24/07/2025;10.44
775;2;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Vinho Tinto 750ml;15901234567893;L441670;44;24/12/2025;53.18
775;3;Produtos Naturais SA;Av. da República, 456, 4000-001 Porto;Vinho Tinto 750ml;15901234567893;L543144;38;06/12/2025;45.94
775;4;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Massa Fusilli 500g;15901234567898;L706162;45;23/02/2026;22.75
775;5;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Sumo Laranja 1L;15901234567901;L831593;28;25/11/2025;29.59
775;6;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Mel Natural 250g;15901234567895;L964349;1;08/04/2026;0.43
775;7;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Massa Fusilli 500g;15901234567898;L210714;9;10/04/2026;4.95
775;8;Bio Organic;Rua do Comércio, 789, 8000-001 Faro;Atum em Conserva 120g;15901234567903;L181930;14;03/10/2025;1.99
775;9;SeaDelights;Av. do Mar, 157, 9000-001 Funchal;Atum em Conserva 120g;15901234567903;L920366;19;28/09/2025;2.67
776;1;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Atum em Conserva 120g;15901234567903;L221689;43;12/03/2026;5.77
777;1;Produtos Naturais SA;Av. da República, 456, 4000-001 Porto;Atum em Conserva 120g;15901234567903;L584840;38;16/10/2025;5.39
777;2;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Azeitonas Verdes 300g;15901234567897;L939265;22;25/12/2025;7.84
777;3;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Queijo Curado 200g;15901234567894;L470984;33;29/11/2025;6.85
777;4;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Bacalhau Seco 500g;15901234567896;L583651;15;31/12/2025;7.99
777;5;Bio Organic;Rua do Comércio, 789, 8000-001 Faro;Sumo Laranja 1L;15901234567901;L129129;39;22/12/2025;41.12
777;6;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Bacalhau Seco 500g;15901234567896;L185032;6;28/01/2026;3.47
777;7;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Atum em Conserva 120g;15901234567903;L774290;30;16/01/2026;4.38
777;8;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Sumo Laranja 1L;15901234567901;L671719;43;17/12/2025;45.47
778;1;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Vinho Tinto 750ml;15901234567893;L741948;8;20/01/2026;10.01
778;2;Produtos Naturais SA;Av. da República, 456, 4000-001 Porto;Snacks Salgados 200g;15901234567904;L159180;22;30/05/2026;4.69
778;3;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Sumo Laranja 1L;15901234567901;L563410;21;25/07/2025;22.17
778;4;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Mel Natural 250g;15901234567895;L958060;29;13/05/2026;9.0
778;5;Bio Organic;Rua do Comércio, 789, 8000-001 Faro;Snacks Salgados 200g;15901234567904;L236652;49;09/06/2026;10.05
778;6;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Chocolate Negro 100g;15901234567900;L444617;50;13/06/2026;5.17
778;7;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Conserva de Tomate 400g;15901234567891;L763877;25;24/07/2025;10.16
778;8;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Snacks Salgados 200g;15901234567904;L423244;9;18/10/2025;1.91
778;9;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Água Mineral 500ml;15901234567902;L776966;46;18/12/2025;23.29
779;1;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Azeitonas Verdes 300g;15901234567897;L646074;27;17/10/2025;9.8
779;2;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Bacalhau Seco 500g;15901234567896;L560919;36;11/08/2025;18.39
779;3;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Azeite Extra Virgem 500ml;15901234567890;L433617;29;02/09/2025;14.65
779;4;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Água Mineral 500ml;15901234567902;L550940;19;26/05/2026;9.79
779;5;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Azeitonas Verdes 300g;15901234567897;L647931;7;09/08/2025;2.81
779;6;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Azeite Extra Virgem 500ml;15901234567890;L418208;34;08/12/2025;17.14
779;7;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Queijo Curado 200g;15901234567894;L540379;22;23/04/2026;4.76
779;8;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Conserva de Tomate 400g;15901234567891;L921749;7;15/08/2025;3.03
779;9;Produtos Naturais SA;Av. da República, 456, 4000-001 Porto;Conserva de Tomate 400g;15901234567891;L127787;13;10/10/2025;5.56
780;1;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Conserva de Tomate 400g;15901234567891;L844357;23;18/11/2025;9.59
780;2;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Vinho Tinto 750ml;15901234567893;L217350;7;23/03/2026;8.82
780;3;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Queijo Curado 200g;15901234567894;L371129;50;21/09/2025;10.45
780;4;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Mel Natural 250g;15901234567895;L980664;35;16/10/2025;10.9
780;5;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Chocolate Negro 100g;15901234567900;L609477;19;26/04/2026;2.26
780;6;SeaDelights;Av. do Mar, 157, 9000-001 Funchal;Atum em Conserva 120g;15901234567903;L490810;35;21/05/2026;4.86
780;7;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Bacalhau Seco 500g;15901234567896;L904462;33;04/08/2025;16.99
781;1;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Conserva de Tomate 400g;15901234567891;L542860;26;22/07/2025;10.73
781;2;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Queijo Curado 200g;15901234567894;L137441;24;02/01/2026;5.04
781;3;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Atum em Conserva 120g;15901234567903;L530695;4;07/11/2025;0.75
781;4;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Água Mineral 500ml;15901234567902;L383978;26;29/08/2025;13.3
781;5;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Água Mineral 500ml;15901234567902;L587310;16;15/12/2025;8.41
781;6;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Arroz Carolino 1kg;15901234567892;L329368;34;31/10/2025;34.44
781;7;SeaDelights;Av. do Mar, 157, 9000-001 Funchal;Snacks Salgados 200g;15901234567904;L713379;44;15/04/2026;9.05
781;8;Produtos Naturais SA;Av. da República, 456, 4000-001 Porto;Café Torrado 250g;15901234567899;L660723;25;09/06/2026;6.44
782;1;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Sumo Laranja 1L;15901234567901;L115916;44;31/01/2026;46.47
782;2;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Massa Fusilli 500g;15901234567898;L877357;28;18/02/2026;14.2
782;3;Bio Organic;Rua do Comércio, 789, 8000-001 Faro;Bacalhau Seco 500g;15901234567896;L471642;29;13/04/2026;14.75
782;4;Bio Organic;Rua do Comércio, 789, 8000-001 Faro;Atum em Conserva 120g;15901234567903;L449016;49;17/10/2025;6.81
782;5;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Água Mineral 500ml;15901234567902;L258412;26;21/03/2026;13.19
782;6;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Snacks Salgados 200g;15901234567904;L473625;19;19/03/2026;4.07
782;7;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Água Mineral 500ml;15901234567902;L311375;36;29/03/2026;18.16
783;1;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Água Mineral 500ml;15901234567902;L763546;24;06/03/2026;12.43
783;2;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Massa Fusilli 500g;15901234567898;L403307;8;27/10/2025;4.33
784;1;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Bacalhau Seco 500g;15901234567896;L368505;33;21/03/2026;16.93
784;2;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Queijo Curado 200g;15901234567894;L391699;7;27/07/2025;1.8
784;3;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Atum em Conserva 120g;15901234567903;L179709;30;15/11/2025;4.29
784;4;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Queijo Curado 200g;15901234567894;L643991;12;08/11/2025;2.5
784;5;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Vinho Tinto 750ml;15901234567893;L703660;4;19/09/2025;5.06
784;6;Produtos Naturais SA;Av. da República, 456, 4000-001 Porto;Sumo Laranja 1L;15901234567901;L729946;41;05/11/2025;43.38
784;7;Produtos Naturais SA;Av. da República, 456, 4000-001 Porto;Azeite Extra Virgem 500ml;15901234567890;L691971;4;27/09/2025;2.45
784;8;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Água Mineral 500ml;15901234567902;L368140;28;28/12/2025;14.32
785;1;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Azeite Extra Virgem 500ml;15901234567890;L826384;32;27/09/2025;16.49
785;2;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Chocolate Negro 100g;15901234567900;L378563;1;01/04/2026;0.54
785;3;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Massa Fusilli 500g;15901234567898;L967697;50;24/11/2025;25.1
785;4;SeaDelights;Av. do Mar, 157, 9000-001 Funchal;Chocolate Negro 100g;15901234567900;L907720;13;13/12/2025;1.71
785;5;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Azeitonas Verdes 300g;15901234567897;L129814;38;06/02/2026;13.61
785;6;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Água Mineral 500ml;15901234567902;L403527;42;13/11/2025;21.14
785;7;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Conserva de Tomate 400g;15901234567891;L326162;35;24/01/2026;14.19
785;8;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Snacks Salgados 200g;15901234567904;L823195;13;14/11/2025;2.92
785;9;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Chocolate Negro 100g;15901234567900;L256689;22;24/12/2025;2.49
786;1;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Mel Natural 250g;15901234567895;L570921;49;27/12/2025;15.03
786;2;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Azeitonas Verdes 300g;15901234567897;L385022;6;06/01/2026;2.51
786;3;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Sumo Laranja 1L;15901234567901;L270102;23;27/09/2025;24.35
786;4;Produtos Naturais SA;Av. da República, 456, 4000-001 Porto;Azeite Extra Virgem 500ml;15901234567890;L291066;18;01/12/2025;9.32
786;5;Bio Organic;Rua do Comércio, 789, 8000-001 Faro;Arroz Carolino 1kg;15901234567892;L757398;36;02/01/2026;36.32
787;1;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Bacalhau Seco 500g;15901234567896;L643226;29;09/05/2026;14.96
787;2;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Café Torrado 250g;15901234567899;L883551;29;01/08/2025;7.62
787;3;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Sumo Laranja 1L;15901234567901;L727864;10;12/01/2026;10.66
787;4;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Bacalhau Seco 500g;15901234567896;L665116;4;08/11/2025;2.13
787;5;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Conserva de Tomate 400g;15901234567891;L697480;9;09/12/2025;3.81
787;6;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Sumo Laranja 1L;15901234567901;L484765;31;29/11/2025;32.91
787;7;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Azeitonas Verdes 300g;15901234567897;L217896;16;08/05/2026;5.79
788;1;Bio Organic;Rua do Comércio, 789, 8000-001 Faro;Mel Natural 250g;15901234567895;L491808;6;26/07/2025;2.2
788;2;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Chocolate Negro 100g;15901234567900;L224666;4;29/11/2025;0.73
788;3;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Café Torrado 250g;15901234567899;L266088;50;10/01/2026;12.81
788;4;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Água Mineral 500ml;15901234567902;L108902;25;22/05/2026;12.69
789;1;Bio Organic;Rua do Comércio, 789, 8000-001 Faro;Bacalhau Seco 500g;15901234567896;L354256;10;21/10/2025;5.47
790;1;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Atum em Conserva 120g;15901234567903;L869808;28;23/01/2026;4.06
790;2;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Sumo Laranja 1L;15901234567901;L851403;14;26/05/2026;15.16
790;3;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Sumo Laranja 1L;15901234567901;L224687;23;09/09/2025;24.29
790;4;Produtos Naturais SA;Av. da República, 456, 4000-001 Porto;Azeitonas Verdes 300g;15901234567897;L173711;6;28/12/2025;2.24
790;5;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Chocolate Negro 100g;15901234567900;L252539;18;21/03/2026;1.99
790;6;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Mel Natural 250g;15901234567895;L944511;27;22/02/2026;8.29
790;7;SeaDelights;Av. do Mar, 157, 9000-001 Funchal;Vinho Tinto 750ml;15901234567893;L760084;24;16/12/2025;29.14
791;1;SeaDelights;Av. do Mar, 157, 9000-001 Funchal;Queijo Curado 200g;15901234567894;L405601;48;05/02/2026;10.06
791;2;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Sumo Laranja 1L;15901234567901;L526771;41;13/02/2026;43.18
791;3;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Azeitonas Verdes 300g;15901234567897;L304223;34;22/10/2025;12.15
791;4;Bio Organic;Rua do Comércio, 789, 8000-001 Faro;Bacalhau Seco 500g;15901234567896;L818346;32;29/12/2025;16.14
792;1;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Bacalhau Seco 500g;15901234567896;L900587;10;22/03/2026;5.44
792;2;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Arroz Carolino 1kg;15901234567892;L935250;30;17/10/2025;30.24
792;3;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Queijo Curado 200g;15901234567894;L612952;12;04/11/2025;2.8
792;4;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Azeite Extra Virgem 500ml;15901234567890;L756515;40;24/12/2025;20.17
792;5;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Queijo Curado 200g;15901234567894;L102895;42;30/04/2026;8.77
792;6;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Massa Fusilli 500g;15901234567898;L202066;9;15/09/2025;4.73
792;7;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Conserva de Tomate 400g;15901234567891;L252183;18;29/05/2026;7.58
792;8;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Chocolate Negro 100g;15901234567900;L738829;34;18/10/2025;3.5
793;1;Bio Organic;Rua do Comércio, 789, 8000-001 Faro;Água Mineral 500ml;15901234567902;L139228;32;28/02/2026;16.27
793;2;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Bacalhau Seco 500g;15901234567896;L809636;22;07/11/2025;11.18
794;1;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Sumo Laranja 1L;15901234567901;L707445;19;10/05/2026;20.41
794;2;Bio Organic;Rua do Comércio, 789, 8000-001 Faro;Atum em Conserva 120g;15901234567903;L601043;44;09/03/2026;6.15
794;3;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Arroz Carolino 1kg;15901234567892;L254204;24;24/02/2026;24.31
794;4;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Bacalhau Seco 500g;15901234567896;L129798;21;05/06/2026;10.88
794;5;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Azeite Extra Virgem 500ml;15901234567890;L643980;8;25/04/2026;4.19
