Label Number;Company Name;Company Address;Product Description;Net weight;Batch Number;Country of origin;SN - Serial Number;Expiration Date;GTIN-14
528;Global Tech;Rua de Castro, 94, 8584-113 Odivelas;Impressora;14950 mL;97365;Espanha;8F4JRN2K96F5;NODATE;16598100174483
529;Química Duarte;Largo Gabriel Fernandes, 3, 6564-235 Praia da Vitória;Madeira;5237 g;71711;Espanha;N30SG92E8A6L;17/11/2028;62520697383219
530;Móveis Raiz;R. Rafaela Anjos, 22, 6912-690 Fafe;Impressora;2816 g;73559;China;Y1IZHYW8ZHUA;NODATE;27579389229260
531;Têxtil Lusa;Travessa Naiara Jesus, 10, 1276-498 Mangualde;Impressora;6277 g;74681;China;YFB9MMH8DMEK;08/06/2034;45841851846532
532;Móveis Raiz;Praça Gaspar, 35, 6047-912 Beja;Sabonete;9132 mL;15176;Alemanha;U9CWA232T2I3;23/11/2034;10461947191939
533;Química Duarte;Avenida João Glama, 9, 2933-899 Rio Maior;Farinha;135.48 L;39004;Brasil;VHOWMZODQH4P;08/03/2029;01131329081580
534;Empresa Alfa;Largo Brito, 8, 8348-033 Figueira da Foz; Azeite;16626 g;98698;Espanha;6ULFMV02KSUU;29/09/2030;22993958614317
535;Empresa do João;Praça do Adro, 20, 2255-615 Maia;Farinha;10262 mL;67133;Portugal;SUVG00UFWG60;18/09/2026;68142966204547
536;Química Duarte;Largo Teixeira, 15, 4904-401 Barreiro;Sabonete;124.11 kg;97287;França;TX0JZBKXF11S;04/02/2030;19238980478896
537;Empresa do José;Largo de Assunção, S/N, 3731-392 Vila do Conde;Camisola;3433 mL;53378;Espanha;PIEQHOB2TMOQ;24/01/2031;35286337732755
538;Têxtil Lusa;Travessa de Cardoso, S/N, 4078-834 Olhão;Sabonete;264 un;85454;Espanha;RHK7G1A08UZT;12/05/2030;83022454985504
539;Móveis Raiz;Travessa Matias Soares, 37, 6286-443 Tarouca;Farinha;1473 g;48116;Itália;ARNZTHV5NF5B;16/07/2028;12957949626434
540;Química Duarte;Alameda de Henriques, S/N, 6503-666 Felgueiras;Camisola;8336 mL;85916;Portugal;RYSPYC6BIS6B;21/02/2033;96836309860878
541;Empresa do José;Rua de Domingues, S/N, 8088-637 Almeirim;Camisola;520 mL;45016;China;0HJDNOJ6WUYM;28/04/2032;62371263007803
542;Móveis Raiz;Praça de Soares, 981, 9705-977 Vila Nova de Foz Côa; Azeite;456.58 L;80997;Portugal;BND14DPCHHPQ;04/08/2034;43582909122668
543;Têxtil Lusa;Av de Amaral, 79, 5895-523 São Salvador de Lordelo; Azeite;354.49 kg;67083;China;UGLWV5VPDY10;NODATE;50732456927236
544;Têxtil Lusa;Alameda António Dias Lourenço, 33, 4880-511 Lixa;Impressora;967 mL;51922;Itália;XKYB0ZTECB66;19/03/2029;47710689280935
545;Empresa do João;R. Júlio Verne, 53, 3604-177 Fafe;Pão;2184 mL;54427;China;OEBBLXV8OZDO;01/06/2031;13186567100858
546;Têxtil Lusa;Av Simões, 51, 8657-279 São Mamede de Infesta;Vinho;418.52 L;27533;Itália;5N8V6S9BVI23;22/02/2026;99232309726221
547;Têxtil Lusa;R. Prof. Francisco Caldeira Cabral, 6, 0305-694 Guimarães;Farinha;102.9 L;37007;Itália;EFNRF7ZCZ7FU;12/01/2035;99058553541836
548;Empresa do José;Alameda Duarte Guerreiro, 39, 4160-351 Freamunde;Cadeira;7718 g;59092;Itália;J2B0Z2QPSX1X;03/08/2032;09436756726104
549;Têxtil Lusa;R. de Batista, 88, 6784-751 Ponta Delgada;Sabonete;11894 mL;74678;Itália;YV73I82GOKCO;16/02/2027;21814119867694
550;Empresa do José;Travessa Abreu, 20, 4917-701 Cartaxo;Sabonete;279.14 kg;32818;Alemanha;F0I287EZO0O3;NODATE;77726684428632
551;Móveis Raiz;Avenida de Sá, 51, 1719-804 Montijo;Camisola;209.37 kg;18291;China;YQ4LN460G1WY;01/10/2032;05967776249349
552;Empresa Alfa;Travessa Bernardo Fernandes, S/N, 7069-930 São Salvador de Lordelo;Pão;81.29 kg;14768;Portugal;TUQUKVRCGOK7;23/12/2032;67428046879349
553;Empresa do João;Largo Clara Vaz, S/N, 3119-436 Tavira;Sabonete;667 un;95887;Brasil;XLVXOSRBVS9Y;30/01/2033;73008192606086
554;Global Tech;Travessa de Vicente, 626, 3022-438 Fundão;Cadeira;91 un;87788;Alemanha;LLEA2GCP6MEE;16/08/2028;46298464502418
555;Química Duarte;Rua de São Lourenço, 97, 0282-361 Mêda;Vinho;4239 g;45352;Alemanha;779WYFDC37KU;26/12/2030;46674871599569
556;Padaria Central;Alameda de Lima, 71, 2491-540 Porto;Cadeira;413.3 kg;99379;Alemanha;HBEXI8H7NCC2;29/04/2028;54543325505910
557;Têxtil Lusa;Av Bryan Amaral, 71, 0846-935 Fafe; Azeite;135.4 kg;68458;Alemanha;A0PLL3U7ZAS4;19/08/2028;72043283325465
558;Empresa do José;Largo de Freitas, 75, 5945-841 Odivelas;Camisola;424.82 L;34529;Portugal;8FYSBZLF4L6M;06/06/2033;23381083403445
559;Empresa do José;Largo Petra Rocha, 84, 5698-781 Santana;Camisola;394.52 kg;30364;China;E3APHTQSEEJ2;NODATE;73066446765218
560;Global Tech;Largo de Borges, 9, 5203-437 Ovar;Farinha;19863 g;36693;China;W7OCI48E9KV8;15/02/2027;75906402170157
561;Têxtil Lusa;Praça de Silva, 32, 8706-974 Vila Nova de Famalicão;Camisola;10171 mL;37403;Itália;0M7FOA1EPU8O;NODATE;85726436035293
562;Empresa Alfa;Alameda Santiago Rodrigues, S/N, 0748-465 Vila Nova de Gaia;Computador;443 un;81238;Espanha;62ZVVQPJ9P62;20/09/2030;54826511701522
563;Global Tech;Av de Macedo, 74, 1450-729 Santana;Cadeira;16913 g;21656;Itália;9QSQ2HS415OH;10/07/2027;65858242558761
564;Química Duarte;Travessa de Abreu, 71, 1571-109 Ponta Delgada;Cadeira;18980 g;52787;França;P7YNA0HMP2TV;06/07/2029;65183495215496
565;Têxtil Lusa;Praça Daniela Cardoso, S/N, 7130-622 Lixa;Camisola;8385 g;25801;Portugal;0M0QSXWMYGQH;12/04/2032;66578251416339
566;Móveis Raiz;Alameda Panorâmica Edgar Cardoso, 49, 6020-231 Marinha Grande;Cadeira;173.79 kg;33990;Portugal;U0BXKYDQRZN2;08/09/2027;81032488603838
567;Empresa Alfa;R. Isaac Mota, 90, 1180-173 Tondela;Sabonete;7964 g;68884;Espanha;1KU871YBAM5Q;NODATE;07790815106640
568;Padaria Central;Praça Artur Mendes, 793, 9108-792 Gouveia;Farinha;1931 mL;55421;Espanha;N49J2NAF2O9L;12/11/2029;50888974246849
569;Empresa Alfa;Travessa Oliveira, 67, 5119-741 São João da Madeira;Cadeira;178.96 kg;50243;Espanha;CXHITMH8IQ3F;NODATE;63554119315104
570;Móveis Raiz;R. de Maia, 11, 5997-289 Felgueiras; Azeite;35.2 L;76914;China;303A9XXA3N4A;06/05/2032;42555950249554
571;Empresa Alfa;Praça António Sérgio, S/N, 9691-120 Ponta Delgada;Madeira;10586 mL;17257;Portugal;GRV0WTYAXOIQ;12/01/2028;34711098148406
572;Química Duarte;Praça Melo, 73, 5242-987 Câmara de Lobos;Pão;303.88 kg;56980;Brasil;7RZPHOKHOI14;10/10/2026;34571185660953
573;Têxtil Lusa;R. Jaime Paiva, 763, 0821-620 Fátima;Cadeira;230.85 L;41619;Brasil;1U9YMRTEI8TW;26/01/2031;04381257388312
574;Padaria Central;Av Benjamim Machado, 49, 6733-132 Vila Nova de Foz Côa;Sabonete;183 un;91380;Alemanha;4T2F3OFUU9HE;08/01/2034;87333289376155
575;Móveis Raiz;Alameda Maria de Lourdes Sá Teixeira, 71, 0694-775 Seia;Impressora;2435 mL;19273;Itália;2YO0ULCWUE0G;11/09/2032;73796315078722
576;Global Tech;Alameda de Monteiro, 95, 2253-752 Póvoa de Santa Iria;Camisola;5011 g;71900;Portugal;CSBJX9OUYYEJ;25/03/2030;90987150650907
577;Química Duarte;Largo Matias, 39, 5682-693 Mirandela;Camisola;17851 g;56836;Brasil;P4VAJUPYS7YI;30/01/2033;96985030359538
578;Empresa Alfa;Rua de Costa Cabral, 718, 1164-147 Castelo Branco;Vinho;99.77 L;45390;Alemanha;HX0YQL9FEYEV;17/03/2030;68154530844896
579;Móveis Raiz;Alameda das Conchas, 59, 6873-390 São Mamede de Infesta;Sabonete;300.96 L;65309;Itália;9DXP6JBDYY9D;03/11/2027;51476903254532
580;Têxtil Lusa;R. do Regado, 53, 3625-142 Lixa; Azeite;127.74 kg;21503;Espanha;25WEYRLLM7LL;NODATE;54448947925884
581;Global Tech;Alameda Sá, 76, 7640-508 Alcobaça;Impressora;444.33 L;62752;França;BH4IZ9ME2409;NODATE;14062587525524
582;Química Duarte;Alameda Melo, 9, 0320-971 Vendas Novas;Vinho;307 un;36012;Alemanha;UID1TXWZ333M;01/08/2027;56921743160629
583;Empresa do José;Avenida de Simões, S/N, 4957-303 Amadora;Vinho;364.15 L;19347;Itália;YJBVLJEA97IV;14/06/2030;36921186456697
584;Empresa do João;Alameda de Assunção, 3, 8260-897 Póvoa de Santa Iria;Madeira;462.97 L;96513;Itália;Z2YMEUQJREKA;NODATE;58016194876447
585;Têxtil Lusa;Travessa de Lopes, 210, 9464-546 Valongo;Impressora;16055 g;36707;Brasil;TIHKSQH073WC;NODATE;70055822812402
586;Empresa Alfa;Largo Campos, 4, 9577-819 Sabugal; Azeite;169 un;55848;Itália;UJ5LRMH0D2DI;07/03/2029;05160791779875
587;Química Duarte;Rua Barbosa, 39, 3073-993 Fafe;Pão;297.92 kg;14376;China;USTU1YTHJXQG;03/06/2031;75131005188674
588;Têxtil Lusa;Rua de Ramos, 176, 3992-333 Espinho;Madeira;15714 mL;78345;Alemanha;8LCPC71DVVDE;04/05/2029;78899793091126
589;Empresa Alfa;Praça Marques, 872, 3870-162 Vila Nova de Foz Côa;Pão;388 un;49537;Espanha;LTSNLF5U0UR2;03/11/2028;27640709387091
590;Empresa do João;Av de Pires, 43, 3769-609 Sintra;Sabonete;424.06 L;20482;Brasil;OZVCA58203LK;16/06/2034;47829303841959
591;Global Tech;R. Cláudio Campos, 84, 3969-156 Valongo;Madeira;447.37 kg;73285;Alemanha;H026260RZCHC;10/09/2026;25782543070336
592;Têxtil Lusa;Alameda Lúcia Brito, 33, 3997-830 Seixal;Cadeira;443.35 L;81274;Portugal;4514NMNU1QTC;23/02/2027;09949796988410
593;Empresa do José;Praça de Macedo, 783, 4394-511 Gondomar;Impressora;12347 mL;50963;França;DJ89TE8U5C8D;25/02/2033;34019860088081
594;Empresa do João;Largo Miguel Costa, 735, 1683-289 Braga; Azeite;17290 g;34874;Itália;0EG1OOYHZ7XO;NODATE;13565428404405
595;Têxtil Lusa;Rua Matos, 44, 3847-976 Serpa;Vinho;429.28 L;75205;Brasil;7RJVU2V1GOOP;10/11/2029;26917166373924
596;Empresa Alfa;Travessa de Soares, 29, 1616-979 Santana;Sabonete;18869 mL;98278;Brasil;FFSIHRT8L48B;16/11/2025;21497516409288
597;Móveis Raiz;Av Bruno Santos, 55, 4528-691 Amora; Azeite;865 un;46386;Alemanha;F4RHGFGDU3F2;24/08/2033;15568167685471
598;Móveis Raiz;Alameda Denis Araújo, S/N, 4334-718 Lagos;Madeira;287.08 L;26328;Espanha;3G9XJHUYNKDQ;17/05/2033;75235172549272
599;Móveis Raiz;Alameda Tavares, 60, 8181-517 São Salvador de Lordelo;Vinho;96 un;65027;Itália;EYWGG1GX3X7Z;07/09/2031;57349032732453
600;Empresa do José;Alameda de Soares, 6, 6600-647 Entroncamento;Cadeira;316.41 L;12294;Portugal;1KA1LXA6R9IF;NODATE;38087830092332
601;Empresa do José;Travessa Campos, 651, 0709-125 Câmara de Lobos;Pão;6808 g;24476;Portugal;6S8U6IY2U43N;31/08/2034;72281774450447
602;Empresa do João;Travessa Costa, 15, 9863-856 Agualva-Cacém;Farinha;361.73 kg;85799;Itália;C737AGJPAFZB;NODATE;60949173320694
603;Têxtil Lusa;Alameda do Tijolo, 24, 0879-054 Loures;Farinha;733 un;20274;China;A9NBP4VCH658;25/06/2032;64689470168514
604;Empresa do José;Travessa do Monte da Lapa, 88, 6040-378 Alcácer do Sal;Computador;15917 mL;98950;França;JSZO24BG83JR;NODATE;10784244761896
605;Empresa Alfa;Alameda de Moreira, 25, 7610-212 Guarda;Camisola;7162 mL;58485;Espanha;DFKUU461IHP5;30/11/2032;83739571676064
606;Empresa do José;Praça Vieira, 60, 8942-232 Entroncamento;Cadeira;274 un;12540;Brasil;46XA1P922PG6;26/07/2030;39049596784940
607;Padaria Central;Alameda de Monteiro, 46, 3644-752 Ílhavo;Computador;9209 g;30334;Espanha;2HY24NPG6S1K;NODATE;59339730613491
608;Têxtil Lusa;Avenida de Nunes, S/N, 4221-602 São Salvador de Lordelo; Azeite;98.84 kg;61903;França;MO24L1IW8KU2;NODATE;58513471291598
609;Padaria Central;Avenida de S. Salvador, 21, 1937-603 Paços de Ferreira;Camisola;10279 mL;42333;Itália;SW1LKO5PIPZO;NODATE;67546671747680
610;Empresa Alfa;Largo de Moura, 16, 5537-797 Lamego;Camisola;696 un;63991;Itália;HXD374C3WRJC;05/01/2028;68295616590539
611;Química Duarte;Largo Micael Maia, 52, 0820-138 Amarante;Pão;9902 g;73773;Espanha;ZSWJUQPLM9TC;NODATE;81261892435782
612;Global Tech;Avenida Ferreira de Mira, 1, 1807-105 Esposende;Vinho;1697 mL;35258;Portugal;YP4ABJTT3L60;10/03/2035;67329436652581
613;Empresa do José;Avenida Rodrigo Nunes, 65, 4962-845 Torres Novas;Camisola;13720 mL;82975;Alemanha;MOFFV1OA95VE;NODATE;78532955252303
614;Padaria Central;Rua Luísa Pacheco, 10, 3193-552 Faro;Impressora;24.75 kg;31427;Alemanha;B868ZWPCUX2S;11/11/2034;48576972639666
615;Móveis Raiz;Largo de Torres, 91, 8360-860 Gouveia;Impressora;127.52 L;86163;Espanha;K4J53UUB4RH1;02/09/2034;73816079291502
616;Padaria Central;Avenida Vicente, S/N, 4779-962 Lisboa; Azeite;3783 mL;35981;Alemanha;LFTIQC6267E6;26/03/2034;85006658306533
617;Global Tech;Travessa Central, S/N, 2067-713 Miranda do Douro;Farinha;408.68 L;59612;Brasil;C6LIEJ99QWO2;NODATE;33265504429607
618;Empresa Alfa;Avenida Neves, S/N, 5644-797 Peniche;Impressora;8826 mL;74235;Brasil;WJJX1NV41JT7;08/03/2029;77803296457808
619;Empresa do João;R. de Rodrigues, 6, 5372-903 Valongo;Farinha;29.14 kg;38357;China;TV18A49LI8PT;04/11/2029;88112309725270
620;Empresa do José;R. do Dr. Fernando de Azeredo Antas, 38, 9340-735 Cartaxo;Impressora;279.33 L;59467;Alemanha;FAQJ9NDQYDDR;02/12/2026;06083380532727
621;Empresa Alfa;Avenida de Almeida, 470, 5920-472 Esposende;Impressora;1959 g;23174;Itália;AVIC9WBKOUG6;15/08/2032;77087156578623
622;Móveis Raiz;Alameda Valentim Vaz, 41, 6030-153 Odivelas;Camisola;158.9 L;49217;Alemanha;BZMPQ2OZIV24;31/08/2034;69526649981794
623;Móveis Raiz;Avenida Carvalho, 58, 4512-975 Trancoso;Computador;259 un;99706;França;1EYKIKCHENHL;30/06/2034;54640582054869
624;Têxtil Lusa;Avenida de Rodrigues, 20, 7685-858 Vila do Conde;Impressora;398.49 kg;78422;Portugal;71W3ZXMMGZB0;18/03/2032;44446841109742
625;Empresa do João;Travessa Machado, S/N, 9842-757 Vila Franca de Xira;Camisola;17546 g;53457;Portugal;2SADP0WWJ9VI;26/04/2035;10646607961535
626;Móveis Raiz;Rua Antunes, 7, 2875-866 Mirandela;Cadeira;262.7 L;16264;Itália;9SZK9AXH0NT1;NODATE;72320753821127
627;Empresa Alfa;Rua de Santa Clara, 8, 0811-526 São Salvador de Lordelo;Pão;161.6 L;51734;Itália;JHMZEXY67PI5;NODATE;07025050957104
628;Global Tech;Avenida Amorim, 35, 8279-949 Leiria;Sabonete;786 un;86535;Portugal;G6W3UPRQ7RDQ;17/07/2028;60224867605747
629;Global Tech;Avenida Miranda, 23, 8826-490 Cantanhede;Vinho;414.65 L;71422;China;RJE2H2TRG5X0;13/06/2034;93047872618571
630;Empresa do João;Alameda Gaspar, 86, 7109-160 Funchal;Impressora;238.42 kg;50995;Portugal;5YCU7579PMWJ;14/02/2027;35676687505888
631;Global Tech;Avenida Adão Barata, 924, 7744-730 Estarreja;Pão;9712 mL;57657;China;MP0SLJ6B1G4R;28/11/2033;16817941971200
632;Empresa do João;Largo Alícia Sá, 173, 5152-042 Estarreja; Azeite;9019 mL;69632;Itália;10DA7D4XO5NF;NODATE;81192843678870
633;Móveis Raiz;Alameda Rodrigues, 14, 9608-040 Rio Tinto;Sabonete;216.14 L;82173;Portugal;YUCTNHN7WU01;27/09/2034;23899487282444
634;Padaria Central;Largo Francisco Alves, 4, 8523-919 Penafiel;Cadeira;823 un;29422;Brasil;B51AP0DIDLN1;NODATE;48587836502404
635;Química Duarte;Largo da Quinta de Santo António, 46, 6869-497 Praia da Vitória;Impressora;8.7 kg;84073;Itália;0H8NFBQASDL4;06/11/2031;51788354886924
636;Móveis Raiz;Largo Duarte Campos, 74, 9362-095 Agualva-Cacém;Madeira;378.19 kg;49958;Itália;96UQE16T2YT6;15/11/2027;27561995258723
637;Têxtil Lusa;Praça Alexandra Vieira, 40, 4316-528 Santana; Azeite;15747 mL;83704;Itália;AIXVKQHZXWI3;29/03/2029;67379803419308
638;Empresa do José;Alameda de 25 de Abril, 62, 8866-853 Alcácer do Sal;Pão;16.58 L;77861;Itália;LGAVKARVD90U;17/04/2035;82418677687607
639;Empresa do João;R. Fernando Cardoso, 994, 5548-607 Cartaxo;Madeira;370.2 kg;27956;Portugal;KTP1GT1HTFPH;05/04/2030;96049650126050
640;Têxtil Lusa;Av Silva, S/N, 9422-119 Valongo;Cadeira;268 un;53980;Espanha;NSEIX2FXSYLL;NODATE;18321511444332
641;Empresa do João;Av de Esteves, 50, 0949-223 Sacavém;Impressora;129.3 kg;46332;Espanha;FUG0KZTMD9VI;08/08/2026;96316092131644
642;Têxtil Lusa;Largo Lourenço Matias, 33, 0129-069 Pinhel;Pão;16688 g;13111;Alemanha;4R2WG5L4UZIF;31/10/2025;79377310336812
643;Global Tech;Av Júlia Ferreira, 2, 5228-975 Loures; Azeite;293.68 kg;68241;Brasil;YU7QSL5J9WX2;NODATE;99922610885007
644;Têxtil Lusa;Travessa de Teixeira, 972, 4770-196 Costa da Caparica;Cadeira;316.45 L;96646;Itália;2G13T7M2QR54;30/05/2033;75916629556176
645;Empresa do José;Praça Moura, 10, 0286-903 Queluz;Vinho;263.0 kg;74092;Brasil;52CANNDK02WH;NODATE;12209091574083
646;Têxtil Lusa;Avenida de Costa, 72, 1137-356 Lamego;Pão;4214 g;71034;Itália;4J3KQR8S8AQO;01/08/2027;00575178869779
647;Padaria Central;Av Moura, 92, 6625-216 Moura;Pão;854 un;11261;Espanha;50SWSNWFSAHI;NODATE;23390392679305
648;Empresa do José;Largo de Tavares, 721, 7609-452 Praia da Vitória;Farinha;129.9 kg;11829;Itália;WHRTTW6E9MBZ;25/03/2029;91346291382419
649;Têxtil Lusa;Largo Simão Marques, 712, 5245-065 Ponta Delgada;Farinha;377 un;45759;Portugal;DIKK4JB94NAB;29/11/2025;36332434117180
650;Padaria Central;Largo dos Oceanos, 7, 1879-649 Santarém;Cadeira;10009 mL;72527;Portugal;FGAV1Q830MEC;08/11/2034;33874090833114
651;Química Duarte;Travessa Diana Maia, 92, 2866-658 Figueira da Foz;Impressora;264 un;40141;Portugal;2PE1QFE5XLAE;29/07/2034;71844321044890
652;Empresa Alfa;Av Kevin Almeida, 59, 9175-925 São Mamede de Infesta;Madeira;490.37 L;62575;França;X9YBGO3GLKBO;22/03/2030;89233810443006
653;Empresa do José;Largo Jesus, S/N, 1639-181 Estarreja;Vinho;166.56 kg;30133;China;CLPRWLC22WFM;02/08/2028;57845441525368
654;Têxtil Lusa;Praça Simões, 69, 5892-494 Oliveira do Bairro;Pão;365.55 L;38063;França;DQRW8HSYYAD9;05/12/2029;62719746698732
655;Padaria Central;Alameda Vaz, S/N, 3796-114 Santo Tirso;Sabonete;484.23 L;64227;Portugal;W4HQ1B2JQBEF;09/08/2031;62052764704053
656;Global Tech;R. Paiva, 1, 0422-718 Cantanhede;Madeira;10910 g;87473;Espanha;YP4TYV14FRYO;31/10/2026;83256429902573
657;Empresa do José;Travessa Jesus, 51, 7291-519 São João da Madeira;Cadeira;449.61 kg;44963;Portugal;NQ9KHJWK8216;11/09/2029;46057779687352
658;Empresa do João;Rua de Loureiro, 833, 5766-582 Covilhã;Cadeira;26.44 L;76864;Brasil;ETRBYV7U3URH;08/02/2034;69673088916505
659;Empresa do José;Av Bárbara Ribeiro, 3, 3465-058 Marco de Canaveses;Impressora;273.07 L;15373;Espanha;8DZFL9CRP6B6;15/10/2034;39516236619553
660;Padaria Central;R. Anita Lopes, S/N, 1626-632 Agualva-Cacém;Computador;818 un;59521;Brasil;Y6RLXTD6RX5Y;NODATE;59126564137319
661;Empresa do João;Travessa Monteiro, 5, 4065-954 Vila Real;Cadeira;3298 g;53342;Brasil;MUOKCCJ2XM47;14/10/2030;06014796227792
662;Empresa Alfa;Largo de Viterbo de Campos, 99, 3282-006 Praia da Vitória;Sabonete;19226 g;77644;França;IKF2UUI4BEER;15/07/2029;47323966010301
663;Global Tech;R. de Torres, 823, 8428-695 Horta;Farinha;19487 mL;52787;China;VVVPHXK7GSXI;30/09/2033;58717929762288
664;Móveis Raiz;Avenida Kyara Tavares, 7, 6578-079 Vila Real;Vinho;148.03 kg;51902;Alemanha;POT3HPR1PIDJ;16/10/2029;83922432358747
665;Empresa do João;R. Adriana Cruz, 1, 7133-041 Freamunde;Madeira;366.9 kg;70489;Portugal;7QKG8R489ZSX;NODATE;97844675485263
666;Global Tech;Rua de S. Brás, 95, 0948-132 Fátima;Camisola;176.08 L;48733;Itália;RBER3H7DRQMT;18/12/2026;29027446311530
667;Têxtil Lusa;Avenida de Nascimento, S/N, 5491-316 Santana;Camisola;470 un;47846;França;9SELZ90D56FV;17/02/2029;72685472379435
668;Empresa Alfa;Praça Clara Fernandes, 16, 7182-225 Estarreja;Sabonete;423.45 kg;56682;Brasil;DLPK3124MP67;12/02/2031;84972887241682
669;Global Tech;Rua Pinho, S/N, 9512-440 Bragança;Camisola;352.02 L;48474;França;POH9VP4A1S85;31/10/2029;79903008613957
670;Empresa do João;Praça da Vitória, S/N, 2832-203 Marco de Canaveses;Farinha;3491 mL;88515;Brasil;H6ACGAW7S4MB;18/01/2029;52683048258222
671;Empresa do José;Rua Amália Rodrigues, 12, 6882-296 Santo Tirso;Madeira;717 un;61214;Alemanha;I772DX12B2TE;NODATE;43496475005668
672;Empresa do José;R. de Reis, 35, 2636-393 Vila Nova de Gaia;Sabonete;11112 g;23344;Brasil;5GPFW6QCCGYL;27/08/2027;22716764885706
673;Empresa do João;Largo das Naus, 5, 2807-004 Ílhavo;Farinha;11832 mL;78113;França;7BUW722PQ8F3;17/10/2026;40446254174364
674;Móveis Raiz;R. Júlia Carvalho, 31, 9011-930 Santiago do Cacém;Pão;943 un;39712;França;UP8GMZHP7HGI;06/05/2026;62008263605349
675;Móveis Raiz;Praça de Brito, 92, 8481-598 Vila Franca de Xira;Impressora;15895 g;28164;Espanha;1XUG0GX6YZ59;02/03/2031;13018709571880
676;Global Tech;Rua de Silva, 477, 3022-840 Cantanhede;Camisola;2790 mL;86170;Portugal;E4EW8HQEM23A;NODATE;89281187856933
677;Empresa Alfa;Alameda Rui Oliveira, 4, 2653-360 Quarteira; Azeite;249.95 L;44410;Itália;LJNPXVG06KPE;06/05/2033;96096625576687
678;Têxtil Lusa;Rua Petra Paiva, 42, 6992-370 Vila Nova de Foz Côa;Farinha;14729 mL;28549;Alemanha;1VLEKS27NG4J;NODATE;87506812009940
679;Padaria Central;Avenida Rocha, 5, 6021-287 Moura;Pão;945 un;78974;França;YGANINL5B7QJ;05/01/2030;69048890453989
680;Empresa do José;Travessa de Faria, 3, 7751-845 Almeirim;Madeira;59.25 kg;94641;Brasil;QHN56A5WP5FQ;09/10/2029;12630019402892
681;Empresa do José;Praça Alexandre Moura, 21, 2581-405 Entroncamento;Impressora;102 un;72592;Espanha;7AEU5TP3EGHH;22/04/2035;68227115227123
682;Química Duarte;Praça do Monte Cativo, S/N, 9133-973 Loures;Madeira;140.04 L;28142;Portugal;AQKI0MNRYFV0;11/11/2034;92725585526663
683;Empresa Alfa;Praça de Pereira, S/N, 3971-543 Loulé;Camisola;41.5 kg;77002;China;YM1C2W13F4F6;03/02/2028;37934657015358
684;Padaria Central;R. de D. Carlos I, 73, 1329-020 Vila do Conde; Azeite;263.63 L;71808;Brasil;W4EVDNL6O8FJ;NODATE;09626726225849
685;Padaria Central;Praça do Meiral, 54, 3509-620 Marinha Grande; Azeite;290 un;24068;Portugal;O4G08ZB85M9C;NODATE;59141001673091
686;Padaria Central;Avenida Nunes, S/N, 1307-174 Lagoa;Vinho;97.29 L;43023;Espanha;W8N2J3YJ34DA;20/09/2029;67614529948442
687;Empresa Alfa;Av Rita Lopes, S/N, 7750-870 Lagos;Farinha;308.5 L;69773;China;SURJ2B5AJQQW;21/07/2025;16492381752918
688;Química Duarte;Alameda Alexandre Valente, 38, 0039-537 Amarante;Sabonete;268.35 kg;49688;Portugal;ZQOMS6CIWCK2;06/05/2029;79849549246914
689;Empresa do João;Praça Batista, 4, 2558-434 Ponte de Sor;Impressora;263.54 kg;50288;Alemanha;SUHRFAQE9TJ3;07/12/2028;18185117311121
690;Empresa do José;Avenida Benjamim Pereira, 643, 6183-820 Lisboa;Cadeira;457.16 L;84588;Brasil;SJY9U18WBDFF;15/05/2029;07259734908243
691;Padaria Central;Rua de Reis, 76, 9131-743 Barcelos;Pão;17743 g;78659;França;S4JGTUBEKDEG;NODATE;59078480138861
692;Empresa do José;Rua de Almeida, 27, 6778-663 Serpa;Impressora;463 un;79554;China;AWS4AZIVLVXD;13/03/2033;31814264681496
693;Empresa Alfa;Av Freitas, 5, 7057-604 Santana;Computador;2039 g;16615;Alemanha;IOE4W26MKPTH;19/03/2027;18359954350886
694;Empresa Alfa;R. Diana Cunha, 74, 2087-292 Entroncamento;Camisola;134 un;58096;Alemanha;GSSQC5GALLF8;NODATE;67094305768673
695;Empresa do José;R. Rodrigo Soares, 9, 2744-315 Santana;Vinho;237 un;88186;Itália;IZ515MJ1KDOH;23/02/2034;11961215961181
696;Empresa do José;Alameda Diego Brito, 19, 5993-943 Torres Novas;Camisola;3534 g;17003;Brasil;ZBPV4A0FLB3J;07/11/2032;41107471899208
697;Empresa Alfa;Av de S. João da Foz, 79, 9677-784 Peniche;Sabonete;91.01 L;16284;Espanha;XFUAMBDO9C78;27/01/2034;30433112472467
698;Empresa Alfa;Alameda Nogueira, 60, 1948-185 Miranda do Douro;Sabonete;15249 g;38597;França;TKCW2ZN6CTCP;28/01/2030;65442884098167
699;Empresa do José;Rua Maria Soares, S/N, 1387-672 Espinho;Pão;828 un;92586;Brasil;M29G67AQ0J7C;NODATE;31515640039023
700;Padaria Central;Travessa do Amazonas, 6, 0350-162 Matosinhos;Sabonete;670 g;30214;Alemanha;C2TTD4Y5O2W4;NODATE;05511804114675
701;Empresa do José;Travessa de Vicente, 489, 3342-374 Santo Tirso;Sabonete;18315 mL;41661;França;WZZ802I75TQF;20/03/2033;25297415264072
702;Empresa do João;Av de Soares, 7, 3288-978 Serpa;Madeira;6412 mL;66679;China;WWT8VNZ3NTIL;08/01/2034;77413779871536
